Current Loan Amount,Credit Score,Years in current job,Annual Income,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Loan Status,
15141,724,10,74696,1649.53,13.9,31,24,0,20623,48754,0,0,Charged Off,
4903,743,10,56869,410.88,20.9,43.06305407,9,1,1848,9429,1,0,Charged Off,
18995,732,1,57844,1253.27,15,72,17,0,11745,22543,0,0,Charged Off,
26172,684,0.5,65492,1206.14,17,65,11,0,28378,41549,0,0,Charged Off,
5114,692,2,40912,432.98,13.2,28,9,0,1247,5719,0,0,Charged Off,
21114,739,10,63538,942.48,37.2,35.13327498,15,0,45833,99205,0,0,Charged Off,
11975,735,3,29937,424.11,12.9,37.40273984,16,0,11111,38445,0,0,Charged Off,
3929,750,4,63850,1404.69,13.5,36.48655149,19,0,6575,38224,0,0,Charged Off,
11822,712,10,62068,1562.03,22.4,8,11,1,3421,4038,1,0,Charged Off,
27877,724,6,104538,1794.57,26.5,74,11,0,97890,104139,0,0,Charged Off,
30060,622,2,90180,66.13,15.6,27.26337636,3,0,2213,34053,0,0,Charged Off,
10455,700,1,51250,1200.1,10.1,34.84176547,18,0,15186,19774,0,0,Charged Off,
12085,727,10,85604,955.91,21.7,7,9,0,4735,7552,0,0,Charged Off,
3556,656,3,56310,1074.59,18,30.57312708,10,0,5503,6420,0,0,Charged Off,
16830,745,4,81146,1649.96,14.2,63,12,0,16269,20725,0,0,Charged Off,
34958,706,10,149820,2746.7,32,3,11,0,38277,67270,0,0,Charged Off,
984,679,2,14172,185.07,8.9,35.58382378,3,0,2878,3544,0,0,Charged Off,
9868,725,0.5,28339,347.15,24.6,11,10,0,11577,16193,0,0,Charged Off,
10071,740,8,32227,357.19,9.8,38.6088584,10,0,6204,18140,0,0,Charged Off,
4002,736,10,36870,734.33,27.3,35.11658868,18,0,14913,29473,0,0,Charged Off,
3653,747,3,71036,637.55,18.1,35.78537424,6,0,1708,3145,0,0,Charged Off,
28131,716,10,72182,1642.15,24.5,34.75804964,22,0,35319,39462,0,0,Charged Off,
19520,674,1,73139,1456.68,23,58,15,0,22318,31478,0,0,Charged Off,
18088,725,1,96470,972.74,26.5,14,11,0,9916,18888,0,0,Charged Off,
2454,675,4,31748,582.05,32.9,52,12,1,8582,13732,1,0,Charged Off,
6536,707,1,31422,442.52,8,36.79378009,6,0,3087,4223,0,0,Charged Off,
8972,699,3,30675,861.46,17.5,42.9950856,10,1,10006,10118,1,0,Charged Off,
35326,732,1,91342,1598.48,13.2,38.10191761,10,0,39901,72023,0,0,Charged Off,
21514,699,10,60888,1040.17,17.6,35.260746,10,0,24817,30752,0,0,Charged Off,
25371,710,4,60610,1515.24,29,40.46486382,24,1,17996,45216,1,0,Charged Off,
20962,626,1,129766,1035.96,16,10,10,0,12026,17764,0,0,Charged Off,
13673,681,10,72922,1604.28,23.4,5,15,0,33052,50461,0,0,Charged Off,
8805,745,10,56350,571.48,28.4,36.59847073,10,0,42040,73883,0,0,Charged Off,
7851,742,2,32386,426.42,25,44.17999264,9,1,7069,20431,1,0,Charged Off,
12746,681,1,141064,990.97,22.6,26.51383352,12,0,8267,12798,0,0,Charged Off,
4087,734,4,31676,112.98,9.9,41,6,0,2802,6026,0,0,Charged Off,
13961,731,5,76784,1036.59,12.3,34,17,0,17888,28438,0,0,Charged Off,
20053,688,2,45576,1078.63,18.4,35.19368771,6,0,13002,15993,0,0,Charged Off,
13189,744,1,39948,938.79,18.5,38.89933663,9,0,24932,40278,0,0,Charged Off,
9126,743,1,30420,509.54,15.4,38.74047745,8,0,13341,16132,0,0,Charged Off,
13862,594,1,30838,763.24,8.1,29.50463727,10,0,9807,12654,0,0,Charged Off,
13777,695,5,59046,1121.87,12.1,71,11,0,10470,16618,0,0,Charged Off,
28010,702,10,63795,1105.78,24.5,28,17,0,25499,62652,0,0,Charged Off,
6646,700,4,36810,460.13,18.4,30,6,0,4455,4806,0,0,Charged Off,
22433,682,8,48637,656.6,14.9,19,10,0,8356,12895,0,0,Charged Off,
7809,723,1,35042,578.19,13.3,16,6,0,8712,9010,0,0,Charged Off,
9079,745,1,110968,1701.51,17.1,33.78381362,14,0,2761,43142,0,0,Charged Off,
12130,742,9,60648,631.75,16.8,44.37383194,10,1,14589,25594,1,0,Charged Off,
16777,731,10,40004,686.74,13.2,38.50788795,7,0,11032,20317,0,0,Charged Off,
25010,747,10,130052,1495.6,17.4,36.39153324,7,0,47220,57445,0,0,Charged Off,
2189,749,1,118068,754.65,25,0,9,0,21175,71778,-0.005225967,0,Charged Off,
5908,728,10,57113,1161.29,9.5,36.83570466,14,0,12139,17342,0,0,Charged Off,
5186,742,5,42888,496.78,10.3,37.66916456,11,0,4888,9276,0,0,Charged Off,
18306,735,5,48816,626.47,11.1,43,11,0,14113,21712,0,0,Charged Off,
20633,725,10,58950,884.25,18,37.29450008,6,0,21284,23675,0,0,Charged Off,
14816,726,10,43380,296.43,20.5,35.82871952,10,0,8731,11354,0,0,Charged Off,
19702,714,9,86689,787.42,21.9,40.51225319,11,1,12499,12702,1,0,Charged Off,
24458,660,6,76433,1605.08,12.8,32.56288037,10,0,13474,18950,0,0,Charged Off,
22066,686,1,64974,1976.29,14,34.86859251,14,0,19763,33611,0,0,Charged Off,
13597,736,7,38750,907.4,10,39.21497762,8,0,9798,23781,0,0,Charged Off,
8472,731,6,23150,241.14,16.5,45.54925066,4,1,2220,5813,1,0,Charged Off,
10143,726,2,30328,538.32,9.8,46.17323946,5,1,8599,15328,1,0,Charged Off,
8382,670,10,23439,668.02,9.7,34.70304054,13,0,17191,32315,0,0,Charged Off,
4949,738,10,34643,505.21,18.8,72,11,0,14536,26145,0,0,Charged Off,
27269,706,7,94373,998.78,9,33.49270762,15,0,6034,29149,0,0,Charged Off,
2647,718,6,64916,719.48,13.4,70,13,0,22805,25567,0,0,Charged Off,
8123,737,10,60924,1289.56,19.7,34,10,0,8946,19074,0,0,Charged Off,
20448,673,10,82405,1757.99,14.8,32.11425661,17,0,17775,22191,0,0,Charged Off,
12615,739,7,60072,740.89,13.7,37.75476882,7,0,17111,22136,0,0,Charged Off,
4901,684,0.5,39208,561.98,33.5,38.51000677,10,1,9502,13035,1,0,Charged Off,
5932,730,10,90960,1227.97,10.7,34.97052482,12,0,10559,14625,0,0,Charged Off,
28630,686,10,281188,1593.39,21.7,20.98722899,11,0,28687,45177,0,0,Charged Off,
6560,737,1,26080,425.32,14.5,38.03139639,10,0,9575,12818,0,0,Charged Off,
20817,740,3,59478,328.12,25.6,35.78341048,7,0,10451,13080,0,0,Charged Off,
13335,704,10,44532,667.98,27.5,28,9,0,16502,20576,0,0,Charged Off,
11814,724,5,46272,505.13,8,37.52438113,7,0,6737,10626,0,0,Charged Off,
19744,737,10,43989,417.9,22.7,37.29959711,4,0,3738,11467,0,0,Charged Off,
35494,746,6,115100,2781.6,20.4,37.93817713,9,0,26749,37203,0,0,Charged Off,
8090,722,10,111232,586.75,17.1,32.00201153,10,0,16225,34375,0,0,Charged Off,
10861,722,1,46556,748.78,15.7,36.44667967,8,0,8905,11359,0,0,Charged Off,
8074,735,7,30279,522.31,9.9,18,7,0,4002,6864,0,0,Charged Off,
13728,710,1,38761,1169.29,8.5,13,8,0,8200,13016,0,0,Charged Off,
7460,682,10,59682,656.5,29.3,21,9,3,4095,10038,0,0,Charged Off,
1808,715,10,45801,629.76,18.4,62,5,0,23078,24815,0,0,Charged Off,
16051,666,10,55176,600.96,21.6,31.51061727,7,0,5747,8630,0,0,Charged Off,
7887,742,10,73943,1102.98,35.8,49,9,0,22016,24933,0,0,Charged Off,
6104,726,8,75360,129.37,9.5,34.96082616,5,0,2277,5175,0,0,Charged Off,
15093,697,10,65403,790.29,15.5,34.03071835,10,0,15087,18112,0,0,Charged Off,
19465,746,3,79076,1555.17,37.1,33.18434742,22,0,19619,60552,0,0,Charged Off,
14661,684,10,71267,1591.63,40.3,29,14,1,11281,15264,1,0,Charged Off,
17832,679,1,99760,1513.03,13.2,20,16,0,8539,13663,0,0,Charged Off,
11939,738,1,127347,2631.84,20.6,38,11,0,33522,37835,0,0,Charged Off,
9151,746,1,27529,238.59,8.6,39.09528895,8,0,52,26000,0,0,Charged Off,
9999,676,2,74993,1468.6,10,4,10,0,4665,19436,0,0,Charged Off,
26442,698,10,59868,873.08,17.6,31,15,0,26167,35944,0,0,Charged Off,
35256,727,1,188365,2166.2,26.7,11,15,0,47968,49147,0,0,Charged Off,
9757,706,6,70524,138.7,9,34.28775379,3,0,42,4662,0,0,Charged Off,
12996,723,3,28284,421.9,14.5,37.23886256,11,0,11129,18895,0,0,Charged Off,
30441,722,1,117705,1991.18,20.9,17,18,0,5706,17774,0,0,Charged Off,
8415,736,2,37568,638.65,28.3,39.27353375,5,1,5142,5810,0,0,Charged Off,
8144,740,2,75173,977.24,15.3,34.49867612,19,0,6985,23759,0,0,Charged Off,
20681,676,10,93556,2190.77,22.9,8,13,0,39317,41256,0,0,Charged Off,
5078,746,1,86326,1014.33,13.2,57,12,0,4255,5689,0,0,Charged Off,
14433,719,4,124144,2679.44,26.8,35.26784329,11,0,82243,94315,0,0,Charged Off,
24550,690,10,56956,764.16,10.8,35.15745835,6,0,487,3718,0,0,Charged Off,
6092,659,10,25383,704.36,26.5,16,12,0,11348,18573,0,0,Charged Off,
7914,725,7,61330,1037.5,14.7,36.1673452,8,0,7676,11173,0,0,Charged Off,
21730,651,6,54325,502.51,21.4,30.57090933,8,0,7302,7686,0,0,Charged Off,
7813,744,9,112907,1443.33,17.6,45,13,0,30617,102057,0,0,Charged Off,
3581,721,6,41773,570.9,11.9,11,7,0,1318,3379,0,0,Charged Off,
11215,722,4,25517,506.09,14.7,49,7,1,3332,5746,0,0,Charged Off,
30747,630,3,146415,1390.94,5.9,26.71061146,8,0,247,2940,0,0,Charged Off,
14213,732,4,55836,1549.45,10.6,38.72491235,9,0,15865,20820,0,0,Charged Off,
9853,675,1,39412,367.84,16,34.08865576,3,0,18185,20688,0,0,Charged Off,
7543,744,0.5,21344,457.1,22.6,45.54111517,7,1,4918,8196,1,0,Charged Off,
7550,707,6,35235,660.65,22.5,33.09189456,22,0,10341,36670,0,0,Charged Off,
9752,742,3,117024,1297.02,11.9,6,12,0,15584,32738,0,0,Charged Off,
11926,711,5,29814,780.13,11.8,37.54916174,9,0,14289,19873,0,0,Charged Off,
34195,665,7,127010,1044.66,17.8,29.41709617,6,0,13581,15040,0,0,Charged Off,
5042,712,10,25208,632.28,13.5,55,12,1,5541,10493,1,0,Charged Off,
27543,718,10,66554,615.62,19,41,8,0,7081,16584,0,0,Charged Off,
35739,665,1,195030,2879.94,21.7,3,16,0,15240,20266,0,0,Charged Off,
13751,733,1,61879,211.42,15,35.81691011,7,0,6835,18374,0,0,Charged Off,
21871,699,7,69041,1260,15.6,34.08000519,17,0,19964,32727,0,0,Charged Off,
9304,743,10,74124,988.32,38.1,68,8,0,12126,22372,0,0,Charged Off,
10555,719,2,52270,1084.61,16.6,36.77984173,6,0,15984,16478,0,0,Charged Off,
12132,704,2,38418,326.55,21.6,72,9,0,8034,9907,0,0,Charged Off,
25113,702,10,84511,1071.87,30.8,7,14,0,62042,113215,0,0,Charged Off,
16566,714,3,41476,926.3,14.6,36.23213422,15,0,14953,28320,0,0,Charged Off,
32099,670,4,104322,1225.79,12.9,4,10,0,8022,11542,0,0,Charged Off,
20495,733,4,48915,904.93,9.3,37.48819023,19,0,15359,31219,0,0,Charged Off,
23964,737,2,89865,1303.04,22.2,26,15,0,13653,38899,0,0,Charged Off,
35210,720,8,103618,1986.02,18.2,18,13,0,27747,31675,0,0,Charged Off,
7449,741,7,75758,738.64,11,18,7,0,5835,8482,0,0,Charged Off,
2027,730,10,32634,621.13,17.8,37.21893158,6,0,3820,3855,0,0,Charged Off,
30735,704,10,108360,2131.08,14.6,48,25,0,25825,30239,0,0,Charged Off,
11831,741,10,24269,677.5,22.2,37.79774781,13,0,9158,11727,0,0,Charged Off,
6231,731,3,34170,546.72,8.2,38.71234482,5,0,6416,7035,0,0,Charged Off,
8098,727,10,58060,1224.1,26.2,7,13,0,84569,142854,0,0,Charged Off,
5825,706,0.5,16280,165.52,12.6,36.91495321,5,0,6817,12911,0,0,Charged Off,
15182,722,10,44532,122.46,29.9,34.04249882,8,0,5595,45120,0,0,Charged Off,
8130,733,7,24014,660.4,9.5,39.55877648,8,0,13741,17112,0,0,Charged Off,
7918,624,10,69279,479.76,21.5,34.71833961,6,1,4951,5047,1,0,Charged Off,
4619,686,9,63232,1370.03,22.5,12,9,0,4559,5499,0,0,Charged Off,
11851,711,1,65280,1806.09,18,54,9,0,12821,28365,0,0,Charged Off,
7805,731,9,48780,642.27,16.5,42.58190821,19,1,6088,17246,1,0,Charged Off,
14997,713,3,49170,1040.76,16.8,35.6833428,13,0,14708,36769,0,0,Charged Off,
5007,735,2,54076,639.89,14,36.18253264,11,0,7297,8909,0,0,Charged Off,
9988,722,1,41950,572.26,18.8,44,11,0,9874,12085,0,0,Charged Off,
10143,731,10,50716,942.46,24,35.90799227,8,0,4010,7698,0,0,Charged Off,
28294,695,10,80840,644.02,12.5,34.47755739,5,0,13411,20825,0,0,Charged Off,
12251,713,10,66359,796.3,8.5,35.95059107,6,0,3226,3572,0,0,Charged Off,
32538,682,10,147226,2208.38,16,31.99564481,15,2,17663,27384,0,2,Charged Off,
14906,737,6,56641,863.77,15.6,24,11,0,16112,33707,0,0,Charged Off,
17222,680,10,96442,378.53,25.3,25,10,0,12257,16837,0,0,Charged Off,
32374,690,9,73348,1497.53,18.8,34.75576932,11,0,27494,74308,0,0,Charged Off,
34384,694,7,92346,1354.41,17.5,33.7375045,11,0,21609,26035,0,0,Charged Off,
10030,689,8,44249,818.6,7.4,32,10,0,1560,26905,0,0,Charged Off,
15452,708,1,88020,1606.37,20.6,5,13,0,7735,15439,0,0,Charged Off,
15215,746,3,51121,408.97,16.7,37.17188254,11,0,11330,36785,0,0,Charged Off,
22582,632,0.5,65463,1952.98,11.9,31.12782978,20,0,34933,59409,0,0,Charged Off,
26829,702,7,75930,1132.62,34.2,4,12,0,22231,30791,0,0,Charged Off,
10046,735,10,72878,825.96,11,34.87839702,21,0,10609,18418,0,0,Charged Off,
19077,679,10,72398,1435.89,13.1,33.86708962,9,0,14653,15806,0,0,Charged Off,
10167,738,10,71169,573.5,18.5,70,11,1,6001,10363,1,0,Charged Off,
19666,733,1,68831,1164.39,11.9,31,15,0,13774,16223,0,0,Charged Off,
18124,741,10,115794,2064.98,19.4,11,10,0,10752,19728,0,0,Charged Off,
20476,711,10,68595,788.84,22,8,21,0,5253,13716,0,0,Charged Off,
19936,736,9,73265,2051.41,17.9,19,8,0,2302,6576,0,0,Charged Off,
9608,728,10,60048,645.52,31.6,34.84742803,10,1,17009,44996,0,1,Charged Off,
18385,706,7,72547,1317.95,20.9,12,10,0,13191,19034,0,0,Charged Off,
11911,731,10,69482,746.93,16.2,19,11,0,8063,10129,0,0,Charged Off,
9571,733,0.5,22806,233.77,14.6,3,8,1,4844,7826,1,0,Charged Off,
15099,729,10,46304,841.19,16.6,36.86164591,13,0,13022,28874,0,0,Charged Off,
3074,707,10,37907,922.39,21,35,13,0,13054,35473,0,0,Charged Off,
33913,663,3,162944,2498.47,13.5,35.99067818,9,1,1236,11239,1,0,Charged Off,
5638,738,5,60402,1434.55,19,48,11,0,1990,9477,0,0,Charged Off,
9478,742,2,28632,670.46,9.4,39.660909,8,0,8967,19451,0,0,Charged Off,
10032,665,1,52166,323.86,21,30.70214289,9,0,10160,10729,0,0,Charged Off,
3950,741,9,41479,30.76,19.5,26,4,0,747,2765,0,0,Charged Off,
14867,704,8,74333,992.96,25.4,48,10,0,13385,17635,0,0,Charged Off,
30111,700,10,103381,1378.41,37.5,42,14,0,24464,34120,0,0,Charged Off,
20216,692,2,46497,1088.8,11.5,57,15,0,15745,19414,0,0,Charged Off,
24958,722,10,79864,798.64,13.3,29,14,1,24002,44697,0,1,Charged Off,
10711,738,5,36074,685.41,8.4,11,11,0,11262,22524,0,0,Charged Off,
4057,735,10,40572,760.73,18,20,13,0,32840,61614,0,0,Charged Off,
8881,708,1,65046,1062.41,14,16,12,0,3461,4703,0,0,Charged Off,
5052,725,10,30312,679.49,15.7,38,10,1,7740,12131,1,0,Charged Off,
8074,734,6,55512,957.57,13.8,58,17,0,3318,5050,0,0,Charged Off,
20200,668,2,223254,1787.89,7.4,6,11,2,2915,10335,0,2,Charged Off,
29502,721,6,65888,1164.02,16.5,35.68544399,20,0,23032,35218,0,0,Charged Off,
10801,746,10,39276,346.93,9,58,9,0,10242,23491,0,0,Charged Off,
15665,679,10,54879,1079.29,7.4,34.15853679,13,0,5828,12670,0,0,Charged Off,
10527,721,1,35669,698.51,18.8,52,11,0,9401,12584,0,0,Charged Off,
34370,710,0.5,90613,1532.87,26.4,33.83386092,10,0,18492,23707,0,0,Charged Off,
35595,727,9,81360,1939.08,31.4,35.23609393,18,0,33486,50659,0,0,Charged Off,
8871,737,7,44825,1154.24,15.5,37.47142427,17,0,21621,34704,0,0,Charged Off,
14404,680,2,39473,286.84,13,34.23210184,6,0,9393,14653,0,0,Charged Off,
8638,727,1,21695,491.75,29,9,12,0,11210,41063,0,0,Charged Off,
35798,658,7,93075,2520.77,7.8,33.45804185,11,0,5140,6955,0,0,Charged Off,
6920,711,10,31632,551.71,16,43.38282858,12,1,11242,16484,1,0,Charged Off,
12920,729,4,73410,1121.95,16.7,35.47026418,13,0,18608,34332,0,0,Charged Off,
12154,716,8,53855,632.8,11.6,3,14,0,10788,27732,0,0,Charged Off,
30570,665,10,85229,1740.1,22.1,30.22934953,25,0,27532,34851,0,0,Charged Off,
23909,700,8,79696,452.27,13.3,19,13,0,1325,4180,0,0,Charged Off,
20494,737,4,69680,1039.38,14.6,30,17,1,17133,26521,1,0,Charged Off,
19626,715,1,78504,49.07,15.6,45,5,0,300,8832,0,0,Charged Off,
26476,595,3,59946,904.19,19,28.2009325,7,0,24043,23876,0,0,Charged Off,
15284,739,5,63172,1521.39,16.5,30,13,0,8718,9071,0,0,Charged Off,
11803,662,4,68852,1319.67,12.7,66,21,0,5796,25422,0,0,Charged Off,
34444,698,10,149583,3290.83,33.7,32.01437477,22,0,86929,102997,0,0,Charged Off,
19798,721,10,62364,873.09,12.4,36.51396855,11,0,14626,27912,0,0,Charged Off,
25979,629,2,69944,1439.68,12.1,29.65051878,17,0,11999,19479,0,0,Charged Off,
6444,743,2,46867,1066.23,11.9,22,10,0,7196,17990,0,0,Charged Off,
6952,746,3,71510,1221.64,10.6,69,14,1,12549,28327,1,0,Charged Off,
21222,731,2,58950,564.94,15.6,36.90448199,5,0,4808,8450,0,0,Charged Off,
7760,732,7,44064,155.69,10.6,37.70997412,3,0,5116,6364,0,0,Charged Off,
9909,726,3,29727,117.92,12.5,35.53238136,20,0,3997,6741,0,0,Charged Off,
20500,696,9,61500,809.75,15.9,37.61507412,13,1,29987,55842,0,0,Charged Off,
12925,721,2,49710,973.49,11,36.43151693,17,0,18666,19985,0,0,Charged Off,
15131,745,10,50435,424.49,15.4,39.14263773,8,0,40304,57412,0,0,Charged Off,
12060,738,6,81405,1173.59,20,61,11,0,17758,29947,0,0,Charged Off,
4994,711,5,55933,284.79,10,34.96951258,7,0,4549,6892,0,0,Charged Off,
13274,704,10,53097,592.92,21.7,34.07255794,7,0,4736,6026,0,0,Charged Off,
26921,616,1,60954,348.45,21,28.01794147,11,0,24463,31402,0,0,Charged Off,
15545,689,10,75705,940,18.7,32.2940544,11,0,11071,18893,0,0,Charged Off,
6029,713,10,55264,1022.38,28.5,8,7,0,12967,13258,0,0,Charged Off,
18385,692,8,76605,37.67,18.2,24,3,0,181,4758,0,0,Charged Off,
16269,710,10,42706,629.91,15.8,16,7,0,3319,6203,0,0,Charged Off,
3546,738,4,38354,533.44,11.4,37.89851357,8,0,5507,9088,0,0,Charged Off,
34661,702,10,96059,1176.72,46.7,15,8,0,15272,16637,0,0,Charged Off,
10904,733,6,46442,248.46,10.2,37.76084501,6,0,10183,10596,0,0,Charged Off,
15305,739,10,102030,2822.83,16.3,52,13,0,8410,29718,0,0,Charged Off,
6098,724,10,28292,414.95,21.6,43,7,0,4357,4879,0,0,Charged Off,
35049,723,0.5,176246,1600.91,15.5,12,11,0,39107,59253,0,0,Charged Off,
4090,750,1,18405,381.9,14.5,39.24667018,8,0,3682,11057,0,0,Charged Off,
11954,721,3,41840,993.71,15.4,81,6,0,1593,3983,0,0,Charged Off,
10570,740,6,31558,733.73,10.4,38.98515422,13,0,14125,18488,0,0,Charged Off,
29265,719,9,92673,2170.08,18.6,36.02611061,22,0,56817,97123,0,0,Charged Off,
34839,615,10,109494,1815.78,15.3,54,21,0,36751,60050,0,0,Charged Off,
20216,706,5,101080,2282.72,16.1,72,22,0,18598,27799,0,0,Charged Off,
2974,726,10,44604,61.34,17.2,19,7,0,1196,4767,0,0,Charged Off,
6084,683,0.5,39092,112.39,29.1,31.25573322,6,0,2620,6065,0,0,Charged Off,
19806,672,5,49515,1105.84,23.7,9,8,0,33927,63060,0,0,Charged Off,
17368,697,6,52130,1372.75,20.1,28,21,0,16999,24962,0,0,Charged Off,
20760,727,2,96207,681.47,14.3,34.15022823,6,0,1121,62281,0,0,Charged Off,
2544,746,2,34588,418.22,27.4,36.64772847,11,0,26469,58429,0,0,Charged Off,
14973,732,7,74865,1129.21,23.6,36,27,0,6966,25518,0,0,Charged Off,
29382,729,7,76393,1260.49,20.1,36.87795148,7,0,19426,26539,0,0,Charged Off,
14409,719,10,48760,995.51,17.7,62,16,0,11918,55432,0,0,Charged Off,
12293,747,1,76830,691.47,23,33,14,0,10325,25813,0,0,Charged Off,
8910,711,10,54753,798.47,20,20,11,0,1293,8679,0,0,Charged Off,
35788,678,10,94070,2320.39,20.5,33.15107312,21,0,45614,56663,0,0,Charged Off,
11036,745,10,35116,280.92,20.1,38.25015413,5,0,10657,18962,0,0,Charged Off,
21258,676,10,82756,1544.77,18.2,18,20,0,16517,27345,0,0,Charged Off,
35172,714,2,150735,1871.63,16.5,10,12,0,35750,41187,0,0,Charged Off,
1983,739,5,49570,1012.05,20.5,44,14,0,12177,28254,0,0,Charged Off,
24908,710,7,114575,1938.22,19.3,34.18172778,5,0,19427,21514,0,0,Charged Off,
28954,726,9,64736,1850.37,26.1,37.40651569,11,0,34229,66079,0,0,Charged Off,
25306,711,10,55087,867.62,18.4,64,18,0,29464,81844,0,0,Charged Off,
5465,707,1,88970,1794.22,13.8,16,11,0,40913,46282,0,0,Charged Off,
3985,740,10,38557,597.63,21.5,37.42313566,4,0,4719,6474,0,0,Charged Off,
21379,585,10,60294,1517.4,11.1,28.79300045,5,0,6621,13163,0,0,Charged Off,
35378,709,7,106134,2750.64,22.5,33.98399138,28,0,53125,116246,0,0,Charged Off,
11714,720,3,60524,812.03,12.2,47,10,0,7232,10745,0,0,Charged Off,
11374,735,10,78858,1445.73,44.5,31.7704089,20,0,30527,48843,0,0,Charged Off,
21810,682,0.5,49191,848.55,15.8,34.68238492,10,0,26844,30505,0,0,Charged Off,
23614,705,10,78712,2039.95,15.3,35.45084809,13,0,13707,15046,0,0,Charged Off,
7838,742,5,34786,837.75,12.8,38.15272563,15,0,11240,18426,0,0,Charged Off,
7590,723,8,50265,529.87,16.8,63,8,0,10497,22527,0,0,Charged Off,
25914,694,9,74259,500.63,14.6,33.53278734,9,0,10435,10962,0,0,Charged Off,
18292,725,7,99588,1561.87,22.7,35.5017851,9,0,49128,60953,0,0,Charged Off,
11729,722,1,74282,1108.05,23.8,33.97138151,10,0,12207,17001,0,0,Charged Off,
2228,747,1,58748,1385.48,17.2,36.46117865,16,0,9683,33162,0,0,Charged Off,
34958,717,10,197762,1356.32,18.3,29.24176713,9,1,5646,22317,0,1,Charged Off,
13720,702,5,40728,896.02,25,13,11,0,11560,38277,0,0,Charged Off,
6145,720,2,35844,860.24,19,22,16,0,17275,40935,0,0,Charged Off,
11076,662,4,35921,137.7,12,32.18283196,10,0,2996,9988,0,0,Charged Off,
9275,722,4,39468,726.87,44,32.87868365,9,0,9649,14210,0,0,Charged Off,
19538,733,5,63499,1312.3,20,71,13,0,8980,25366,0,0,Charged Off,
9929,681,10,84397,738.47,30.2,31.09863048,3,0,34230,39436,0,0,Charged Off,
9871,742,5,39484,947.62,8.1,39.59485035,6,0,1867,12121,0,0,Charged Off,
18119,736,10,52343,545.25,20,36.96532658,6,0,5565,6239,0,0,Charged Off,
8703,747,2,69825,1076.47,21.9,36.66576542,10,0,26943,37684,0,0,Charged Off,
7259,727,10,48394,838.82,13.8,37.31000051,9,0,18025,22588,0,0,Charged Off,
15119,749,5,85672,935.25,13.4,36.35322151,14,0,20991,56885,0,0,Charged Off,
35816,649,6,130982,1795.55,23,28.27617193,23,0,67041,77148,0,0,Charged Off,
11940,742,4,47760,525.36,22.7,4,9,0,12485,16027,0,0,Charged Off,
9932,687,7,56612,257.12,18.9,46,6,0,7406,12221,0,0,Charged Off,
16123,717,10,98251,519.91,18.2,61,17,0,11890,24874,0,0,Charged Off,
16825,740,2,95000,1504.17,18.9,35.52180997,14,0,29094,56493,0,0,Charged Off,
3017,748,10,34697,858.75,29.5,36.92563773,8,0,6052,11355,0,0,Charged Off,
34409,732,2,114040,1843.64,18.7,23,12,0,43507,48395,0,0,Charged Off,
15629,738,10,168003,261.81,23.2,28.16816904,11,0,6528,14346,0,0,Charged Off,
17933,721,10,56789,899.16,16.4,35.66695002,15,0,14529,41393,0,0,Charged Off,
7421,711,5,39576,458.42,12.5,43.23189992,9,1,3449,7025,1,0,Charged Off,
34682,675,6,143681,1364.96,21.5,76,12,0,33751,85880,0,0,Charged Off,
11735,683,7,44006,894.78,12.5,19,8,0,4186,15858,0,0,Charged Off,
4434,695,2,33442,744.09,6.2,36.15788324,8,0,4420,7810,0,0,Charged Off,
6496,711,10,55825,362.4,14.7,34.75848,7,0,7264,8980,0,0,Charged Off,
21483,663,1,97650,1399.65,9.1,31.67633643,9,0,18659,44854,0,0,Charged Off,
17614,658,10,54349,1539.88,16.9,32.89079298,13,0,23310,25929,0,0,Charged Off,
26967,727,1,98780,740.85,23.4,32.86167113,13,0,15747,49362,0,0,Charged Off,
34902,662,1,99720,1396.08,14,32.1108445,13,0,45411,75685,0,0,Charged Off,
34255,724,1,72424,1019.97,15.9,37.59965179,5,0,23863,40105,0,0,Charged Off,
10031,680,0.5,62192,647.83,34,37.38375309,9,1,12884,18564,1,0,Charged Off,
14323,750,3,53837,1170.96,19.9,39.99152093,5,0,45881,102642,0,0,Charged Off,
9069,720,6,31990,845.06,11.2,74,17,0,12006,20845,0,0,Charged Off,
12961,713,1,46695,758.81,9.1,37.02592615,8,0,13476,18537,0,0,Charged Off,
10012,680,10,70084,270.4,13.3,32.19400722,6,0,9502,10013,0,0,Charged Off,
6499,745,3,69986,886.49,20.5,8,15,0,7116,30937,0,0,Charged Off,
3744,693,5,29810,785,27.8,1,12,0,4987,13968,0,0,Charged Off,
10121,743,10,100198,1803.56,22.9,35.00817667,13,0,23002,27647,0,0,Charged Off,
6108,720,10,49260,439.23,27.7,36,8,0,10523,21173,0,0,Charged Off,
5003,710,9,21013,348.29,10,36.09846012,17,0,9185,17834,0,0,Charged Off,
34675,732,10,396280,10831.65,32.5,90.08140735,28,0,1730472,4483087,0,0,Charged Off,
8054,739,2,40268,798.65,17.5,43.84695458,18,1,9094,24379,1,0,Charged Off,
18054,714,7,130390,546.55,18.9,37.89745853,10,1,14629,24260,1,0,Charged Off,
10148,741,2,126850,631.08,28,70,14,1,16385,26091,1,0,Charged Off,
